program_name,category,requirement_type,semester,year,is_current,group_name,course_code,institution,is_preferred,constraint_type,description,min_credits,max_credits,min_level,min_courses,max_courses,tag,tag_value,scope_subject_codes
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Lab,BIOS 4524,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Lab,BIOS 4534,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Lab,BIOS 4644,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Lab,BIOS 4844,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Lab,BIOS 4914,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Lab,BIOS 4974,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2002,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2082,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2090,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2092,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2313,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2553,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2663,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2743,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2741,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 2000,BIOS 2904,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Research/Apprectice,BIOS 2092,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Research/Apprectice,BIOS 3091,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Research/Apprectice,BIOS 3092,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Research/Apprectice,BIOS 4091,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology Research/Apprectice,BIOS 3091,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4103,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4113,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4114,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4153,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4213,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4314,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4353,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4413,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4453,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4454,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4490,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4516,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4524,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4534,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4543,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4590,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4644,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4713,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4723,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4844,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4914,University Of New Orleans,,,,,,,,,,,
Biology B.S,Core Major Requirements,grouped,Fall,2025,TRUE,Biology 4000,BIOS 4933,University Of New Orleans,,,,,,,,,,,
